,0,1,2,3,4,5,6,7,8
667,北京师范大学,统考,哲学学院,,马克思主义哲学,全日制,国外马克思主义哲学,,专业：2(不含推免)
668,北京师范大学,统考,哲学学院,,中国哲学,全日制,中国古代哲学,,专业：3(不含推免)
669,北京师范大学,统考,哲学学院,,中国哲学,全日制,中国现当代哲学,,专业：3(不含推免)
670,北京师范大学,统考,哲学学院,,中国哲学,全日制,易学与中国文化,,专业：3(不含推免)
671,北京师范大学,统考,哲学学院,,中国哲学,全日制,中国传统哲学与民族精神研究,,专业：3(不含推免)
672,北京师范大学,统考,哲学学院,,中国哲学,全日制,儒学与社会发展,,专业：3(不含推免)
673,北京师范大学,统考,哲学学院,,外国哲学,全日制,西方历史哲学,,专业：3(不含推免)
674,北京师范大学,统考,哲学学院,,外国哲学,全日制,分析哲学,,专业：3(不含推免)
675,北京师范大学,统考,哲学学院,,外国哲学,全日制,语言哲学,,专业：3(不含推免)
676,北京师范大学,统考,哲学学院,,外国哲学,全日制,实用主义,,专业：3(不含推免)
677,北京师范大学,统考,哲学学院,,外国哲学,全日制,西方政治哲学,,专业：3(不含推免)
678,北京师范大学,统考,哲学学院,,外国哲学,全日制,古希腊哲学与德国古典哲学,,专业：3(不含推免)
679,北京师范大学,统考,哲学学院,,逻辑学,全日制,现代逻辑及应用,,专业：1(不含推免)
680,北京师范大学,统考,哲学学院,,逻辑学,全日制,哲学逻辑和逻辑哲学,,专业：1(不含推免)
681,北京师范大学,统考,哲学学院,,逻辑学,全日制,语言逻辑,,专业：1(不含推免)
682,北京师范大学,统考,哲学学院,,逻辑学,全日制,人工智能逻辑,,专业：1(不含推免)
683,北京师范大学,统考,哲学学院,,伦理学,全日制,伦理学原理,,专业：2(不含推免)
684,北京师范大学,统考,哲学学院,,伦理学,全日制,中西伦理学思想史,,专业：2(不含推免)
685,北京师范大学,统考,哲学学院,,伦理学,全日制,应用伦理理论与方法,,专业：2(不含推免)
686,北京师范大学,统考,哲学学院,,伦理学,全日制,公共管理伦理学,,专业：2(不含推免)
687,北京师范大学,统考,哲学学院,,伦理学,全日制,教育伦理学,,专业：2(不含推免)
688,北京师范大学,统考,哲学学院,,美学,全日制,美学原理与美育,,专业：1(不含推免)
689,北京师范大学,统考,哲学学院,,美学,全日制,中国美学与艺术,,专业：1(不含推免)
690,北京师范大学,统考,哲学学院,,美学,全日制,西方美学与艺术,,专业：1(不含推免)
691,北京师范大学,统考,哲学学院,,美学,全日制,德国古典美学与哲学,,专业：1(不含推免)
692,首都师范大学,统考,政法学院,,马克思主义哲学,全日制,马克思主义哲学发展史,,专业：6(不含推免)
693,首都师范大学,统考,政法学院,,马克思主义哲学,全日制,人学理论,,专业：6(不含推免)
694,首都师范大学,统考,政法学院,,马克思主义哲学,全日制,马克思主义辩证法研究,,专业：6(不含推免)
695,首都师范大学,统考,政法学院,,马克思主义哲学,全日制,文化哲学,,专业：6(不含推免)
696,首都师范大学,统考,政法学院,,马克思主义哲学,全日制,政治哲学,,专业：6(不含推免)
697,首都师范大学,统考,政法学院,,中国哲学,全日制,中国古代哲学,,专业：4(不含推免)
698,首都师范大学,统考,政法学院,,中国哲学,全日制,中国近现代哲学,,专业：4(不含推免)
699,首都师范大学,统考,政法学院,,中国哲学,全日制,儒学与中国文化,,专业：4(不含推免)
700,首都师范大学,统考,政法学院,,外国哲学,全日制,当代欧陆哲学（现象学与解释学）,,专业：4(不含推免)
701,首都师范大学,统考,政法学院,,外国哲学,全日制,英美分析哲学（语言哲学与心智哲学）,,专业：4(不含推免)
702,首都师范大学,统考,政法学院,,外国哲学,全日制,古典哲学（古希腊哲学与德国古典哲学）,,专业：4(不含推免)
703,首都师范大学,统考,政法学院,,外国哲学,全日制,政治哲学与道德哲学,,专业：4(不含推免)
704,首都师范大学,统考,政法学院,,逻辑学,全日制,符号逻辑,,专业：3(不含推免)
705,首都师范大学,统考,政法学院,,逻辑学,全日制,逻辑哲学与语言逻辑,,专业：3(不含推免)
706,首都师范大学,统考,政法学院,,伦理学,全日制,经济伦理研究,,专业：4(不含推免)
707,首都师范大学,统考,政法学院,,伦理学,全日制,中国传统伦理与现代化,,专业：4(不含推免)
708,首都师范大学,统考,政法学院,,伦理学,全日制,西方伦理思想研究,,专业：4(不含推免)
709,首都师范大学,统考,政法学院,,伦理学,全日制,当代社会伦理研究,,专业：4(不含推免)
710,首都师范大学,统考,政法学院,,美学,全日制,艺术美学,,专业：2(不含推免)
711,首都师范大学,统考,政法学院,,宗教学,全日制,儒教研究,,专业：2(不含推免)
712,首都师范大学,统考,政法学院,,科学技术哲学,全日制,科学哲学,,专业：1(不含推免)
713,首都师范大学,统考,政法学院,,法学理论,全日制,法理学与法哲学,,专业：2(不含推免)
714,首都师范大学,统考,政法学院,,宪法学与行政法学,全日制,基本权利研究,,专业：5(不含推免)
715,首都师范大学,统考,政法学院,,宪法学与行政法学,全日制,法治与公共行政,,专业：5(不含推免)
716,首都师范大学,统考,政法学院,,刑法学,全日制,刑事政策学,,专业：2(不含推免)
717,首都师范大学,统考,政法学院,,刑法学,全日制,犯罪学,,专业：2(不含推免)
718,首都师范大学,统考,政法学院,,民商法学,全日制,民法学,,专业：4(不含推免)
719,首都师范大学,统考,政法学院,,民商法学,全日制,商法学,,专业：4(不含推免)
720,首都师范大学,统考,政法学院,,政治学理论,全日制,政治学原理,,专业：5(不含推免)
721,首都师范大学,统考,政法学院,,政治学理论,全日制,中外政治思想,,专业：5(不含推免)
722,首都体育学院,统考,不区分院系所,,应用心理学,全日制,体育运动心理测量方法,,研究方向：1(不含推免)
723,首都体育学院,统考,不区分院系所,,应用心理学,全日制,青少年心理调节与心理健康,,研究方向：0(不含推免)
724,首都体育学院,统考,不区分院系所,,应用心理学,全日制,脑科学与运动认知,,研究方向：0(不含推免)
725,首都体育学院,统考,不区分院系所,,应用心理学,全日制,青少年体育参与的心理动力,,研究方向：0(不含推免)
726,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,学校体育学(含学前体育方向),,研究方向：5(不含推免)
727,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,体育社会学(含社会体育、奥林匹克运动),,研究方向：5(不含推免)
728,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,休闲体育（含户外运动与棋牌）,,研究方向：2(不含推免)
729,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,体育经济与产业（含体育法学）,,研究方向：4(不含推免)
730,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,体育管理,,研究方向：1(不含推免)
731,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,体育新闻与传播,,研究方向：2(不含推免)
732,首都体育学院,统考,不区分院系所,,体育人文社会学,全日制,体育赛事管理与营销,,研究方向：5(不含推免)
733,首都体育学院,统考,不区分院系所,,运动人体科学,全日制,体育保健康复理论与应用,,研究方向：1(不含推免)
734,首都体育学院,统考,不区分院系所,,运动人体科学,全日制,运动生理生化（健康促进与运动能力）,,研究方向：7(不含推免)
735,首都体育学院,统考,不区分院系所,,运动人体科学,全日制,体育工程与运动技术分析,,研究方向：1(不含推免)
736,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,运动训练(竞赛)理论与实践,,研究方向：2(不含推免)
737,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,身体运动功能训练（含体能训练理论与实践）,,研究方向：2(不含推免)
738,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,篮球教学训练理论与实践,,研究方向：10(不含推免)
739,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,田径教学训练理论与实践,,研究方向：11(不含推免)
740,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,体操教学训练理论与实践（含健美操、艺术体操、体育舞蹈、舞蹈等）,,研究方向：8(不含推免)
741,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,排球教学训练理论与实践,,研究方向：3(不含推免)
742,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,足球教学训练理论与实践,,研究方向：1(不含推免)
743,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,小球教学训练理论与实践（含羽毛球、乒乓球、网球、高尔夫等）,,研究方向：3(不含推免)
744,首都体育学院,统考,不区分院系所,,体育教育训练学,全日制,冰雪教学训练理论与实践,,研究方向：1(不含推免)
745,首都体育学院,统考,不区分院系所,,民族传统体育学,全日制,民族传统体育理论与实践（含武术文化与国际传播）,,研究方向：0(不含推免)
746,首都体育学院,统考,不区分院系所,,民族传统体育学,全日制,武术套路教学训练理论与实践,,研究方向：0(不含推免)
747,首都体育学院,统考,不区分院系所,,民族传统体育学,全日制,竞技格斗类项目教学训练理论与实践（含跆拳道、散打、摔跤、柔道、拳击等）,,研究方向：0(不含推免)
748,首都体育学院,统考,不区分院系所,,民族传统体育学,全日制,民族民间体育教学训练理论与实践,,研究方向：0(不含推免)
749,首都体育学院,统考,不区分院系所,,民族传统体育学,全日制,传统体育养生理论与实践,,研究方向：0(不含推免)
750,首都体育学院,统考,不区分院系所,,运动康复学,全日制,运动损伤的预防与康复研究,,研究方向：1(不含推免)
751,首都体育学院,统考,不区分院系所,,运动康复学,全日制,慢性病与老年病的运动康复,,研究方向：0(不含推免)
752,北京外国语大学,统考,英语学院,,英语语言文学,全日制,英语语言学与应用语言学,,专业：34(不含推免)
753,北京外国语大学,统考,英语学院,,英语语言文学,全日制,英美文学,,专业：34(不含推免)
754,北京外国语大学,统考,英语学院,,英语语言文学,全日制,美国研究,,专业：34(不含推免)
755,北京外国语大学,统考,英语学院,,英语语言文学,全日制,英国研究,,专业：34(不含推免)
756,北京外国语大学,统考,英语学院,,英语语言文学,全日制,澳大利亚研究,,专业：34(不含推免)
757,北京外国语大学,统考,英语学院,,英语语言文学,全日制,爱尔兰研究,,专业：34(不含推免)
758,北京外国语大学,统考,英语学院,,翻译学,全日制,英语翻译理论与实践,,专业：4(不含推免)
759,北京外国语大学,统考,英语学院,,(专业学位)英语笔译,全日制,英语笔译（英语学院）,,专业：16(不含推免)
760,北京外国语大学,统考,英语学院,,(专业学位)英语口译,全日制,英语口译,,专业：14(不含推免)
761,北京外国语大学,统考,俄语学院,,俄语语言文学,全日制,现代俄语,,专业：6(不含推免)
762,北京外国语大学,统考,俄语学院,,俄语语言文学,全日制,俄罗斯文学,,专业：6(不含推免)
763,北京外国语大学,统考,俄语学院,,俄语语言文学,全日制,俄罗斯社会与文化,,专业：6(不含推免)
764,北京外国语大学,统考,俄语学院,,俄语语言文学,全日制,区域学（上海合作组织大学）,,专业：6(不含推免)
765,北京外国语大学,统考,俄语学院,,(专业学位)俄语笔译,全日制,俄语笔译,,专业：3(不含推免)
766,北京外国语大学,统考,俄语学院,,(专业学位)俄语口译,全日制,俄语口译,,专业：3(不含推免)
767,北京外国语大学,统考,法语系,,法语语言文学,全日制,法语语言学与外语教学法,,专业：6(不含推免)
768,北京外国语大学,统考,法语系,,法语语言文学,全日制,法语国家文学,,专业：6(不含推免)
769,北京外国语大学,统考,法语系,,法语语言文学,全日制,法语翻译理论与实践,,专业：6(不含推免)
770,北京外国语大学,统考,法语系,,法语语言文学,全日制,法语国家与地区研究,,专业：6(不含推免)
771,北京外国语大学,统考,法语系,,(专业学位)法语笔译,全日制,法语笔译,,专业：3(不含推免)
772,北京外国语大学,统考,法语系,,(专业学位)法语口译,全日制,法语口译,,专业：3(不含推免)
773,北京外国语大学,统考,德语系,,德语语言文学,全日制,德语语言学,,专业：14(不含推免)
774,北京外国语大学,统考,德语系,,德语语言文学,全日制,德语教学法,,专业：14(不含推免)
775,北京外国语大学,统考,德语系,,德语语言文学,全日制,德语文学,,专业：14(不含推免)
776,北京外国语大学,统考,德语系,,德语语言文学,全日制,德语翻译理论与实践,,专业：14(不含推免)
777,北京外国语大学,统考,德语系,,德语语言文学,全日制,德国外交与经济,,专业：14(不含推免)
778,北京外国语大学,统考,德语系,,德语语言文学,全日制,德语跨文化交流,,专业：14(不含推免)
779,北京外国语大学,统考,德语系,,(专业学位)德语笔译,全日制,德语笔译,,专业：3(不含推免)
780,北京外国语大学,统考,德语系,,(专业学位)德语口译,全日制,德语口译,,专业：2(不含推免)
781,北京外国语大学,统考,日语系,,日语语言文学,全日制,日本语言,,专业：4(不含推免)
782,北京第二外国语学院,统考,英语学院,,英语语言文学,全日制,理论语言学与应用语言学,,专业：35(不含推免)
783,北京第二外国语学院,统考,英语学院,,英语语言文学,全日制,英美社会文化,,专业：35(不含推免)
784,北京第二外国语学院,统考,英语学院,,英语语言文学,全日制,英美文学,,专业：35(不含推免)
785,北京第二外国语学院,统考,英语学院,,英语语言文学,全日制,国际事务研究,,专业：35(不含推免)
786,北京第二外国语学院,统考,英语学院,,国际文化贸易,全日制,战略政策规划,,专业：1(不含推免)
787,北京第二外国语学院,统考,英语学院,,国际文化贸易,全日制,文化企业跨国经营,,专业：1(不含推免)
788,北京第二外国语学院,统考,英语学院,,翻译学,全日制,英语,,专业：2(不含推免)
789,北京第二外国语学院,统考,俄语系,,俄语语言文学,全日制,应用语言学,,专业：8(不含推免)
790,北京第二外国语学院,统考,俄语系,,俄语语言文学,全日制,跨文化研究理论与实践,,专业：8(不含推免)
791,北京第二外国语学院,统考,俄语系,,俄语语言文学,全日制,俄罗斯文学,,专业：8(不含推免)
792,北京第二外国语学院,统考,俄语系,,(专业学位)俄语口译,全日制,不区分研究方向,,专业：7(不含推免)
793,北京第二外国语学院,统考,西欧语学院,,法语语言文学,全日制,应用语言学研究,,专业：3(不含推免)
794,北京第二外国语学院,统考,西欧语学院,,法语语言文学,全日制,跨文化研究,,专业：3(不含推免)
795,北京第二外国语学院,统考,西欧语学院,,德语语言文学,全日制,跨文化研究,,专业：2(不含推免)
796,北京第二外国语学院,统考,西欧语学院,,德语语言文学,全日制,外语教学比较研究,,专业：2(不含推免)
797,北京第二外国语学院,统考,西欧语学院,,西班牙语语言文学,全日制,拉丁美洲文学,,专业：1(不含推免)
798,北京第二外国语学院,统考,西欧语学院,,西班牙语语言文学,全日制,西语国家国情文化,,专业：1(不含推免)
799,北京第二外国语学院,统考,西欧语学院,,翻译学,全日制,法语,,专业：4(不含推免)
800,北京第二外国语学院,统考,西欧语学院,,翻译学,全日制,德语,,专业：4(不含推免)
801,北京第二外国语学院,统考,西欧语学院,,翻译学,全日制,西班牙语,,专业：4(不含推免)
802,北京第二外国语学院,统考,西欧语学院,,(专业学位)法语口译,全日制,不区分研究方向,,专业：2(不含推免)
803,北京第二外国语学院,统考,西欧语学院,,(专业学位)德语口译,全日制,不区分研究方向,,专业：3(不含推免)
804,北京第二外国语学院,统考,西欧语学院,,(专业学位)西班牙语口译,全日制,不区分研究方向,,专业：2(不含推免)
805,北京第二外国语学院,统考,日语学院,,日语语言文学,全日制,日语语言学(日本语教育),,专业：10(不含推免)
806,北京第二外国语学院,统考,日语学院,,日语语言文学,全日制,日本文学,,专业：10(不含推免)
807,北京第二外国语学院,统考,日语学院,,日语语言文学,全日制,日本社会与文化,,专业：10(不含推免)
808,北京第二外国语学院,统考,日语学院,,翻译学,全日制,日语,,专业：5(不含推免)
809,北京第二外国语学院,统考,日语学院,,(专业学位)日语笔译,全日制,不区分研究方向,,专业：9(不含推免)
810,北京第二外国语学院,统考,日语学院,,(专业学位)日语口译,全日制,不区分研究方向,,专业：11(不含推免)
811,北京第二外国语学院,统考,阿拉伯学院,,阿拉伯语语言文学,全日制,阿拉伯语语言文学,,专业：4(不含推免)
812,北京语言大学,统考,不区分院系所,,(专业学位)金融,全日制,区域金融合作,,专业：15(不含推免)
813,北京语言大学,统考,不区分院系所,,(专业学位)金融,全日制,金融分析,,专业：15(不含推免)
814,北京语言大学,统考,不区分院系所,,国际政治,全日制,联合国与国际组织研究,,专业：13(不含推免)
815,北京语言大学,统考,不区分院系所,,国际政治,全日制,中国外交和中外关系,,专业：13(不含推免)
816,北京语言大学,统考,不区分院系所,,国际政治,全日制,当代国际关系,,专业：13(不含推免)
817,北京语言大学,统考,不区分院系所,,国际政治,全日制,俄罗斯与中亚问题研究,,专业：13(不含推免)
818,北京语言大学,统考,不区分院系所,,国际政治,全日制,国际安全研究,,专业：13(不含推免)
819,北京语言大学,统考,不区分院系所,,国际政治,全日制,“一带一路”倡议与实践研究,,专业：13(不含推免)
820,北京语言大学,统考,不区分院系所,,国际政治,全日制,国际经济,,专业：13(不含推免)
821,北京语言大学,统考,不区分院系所,,思想政治教育,全日制,马克思主义基础理论研究,,专业：6(不含推免)
822,北京语言大学,统考,不区分院系所,,思想政治教育,全日制,思想政治教育理论与实践研究,,专业：6(不含推免)
823,北京语言大学,统考,不区分院系所,,思想政治教育,全日制,中外思想政治教育管理及比较研究,,专业：6(不含推免)
824,北京语言大学,统考,不区分院系所,,教育学原理,全日制,汉语国际教育理论,,专业：2(不含推免)
825,北京语言大学,统考,不区分院系所,,教育学原理,全日制,来华留学生教育理论,,专业：2(不含推免)
826,北京语言大学,统考,不区分院系所,,教育学原理,全日制,国际比较教育理论,,专业：2(不含推免)
827,北京语言大学,统考,不区分院系所,,课程与教学论,全日制,国际汉语教学论,,专业：12(不含推免)
828,北京语言大学,统考,不区分院系所,,课程与教学论,全日制,国际汉语课程论,,专业：12(不含推免)
829,北京语言大学,统考,不区分院系所,,课程与教学论,全日制,国际汉语学习论,,专业：12(不含推免)
830,北京语言大学,统考,不区分院系所,,课程与教学论,全日制,国际汉语教材与教学资源研究,,专业：12(不含推免)
831,北京语言大学,统考,不区分院系所,,课程与教学论,全日制,国际汉语教师发展研究,,专业：12(不含推免)
832,北京语言大学,统考,不区分院系所,,基础心理学,全日制,认知神经科学,,专业：6(不含推免)
833,北京语言大学,统考,不区分院系所,,基础心理学,全日制,语言习得与认知,,专业：6(不含推免)
834,北京语言大学,统考,不区分院系所,,基础心理学,全日制,心理测量,,专业：6(不含推免)
835,北京语言大学,统考,不区分院系所,,发展与教育心理学,全日制,认知发展,,专业：6(不含推免)
836,北京语言大学,统考,不区分院系所,,发展与教育心理学,全日制,教育心理,,专业：6(不含推免)
837,北京语言大学,统考,不区分院系所,,(专业学位)汉语国际教育,全日制,不区分研究方向,,专业：65(不含推免)
838,北京语言大学,统考,不区分院系所,,文艺学,全日制,审美文化研究,,专业：3(不含推免)
839,北京语言大学,统考,不区分院系所,,文艺学,全日制,中国古代文学理论,,专业：3(不含推免)
840,北京语言大学,统考,不区分院系所,,文艺学,全日制,文艺美学,,专业：3(不含推免)
841,北京语言大学,统考,不区分院系所,,文艺学,全日制,中西文论比较,,专业：3(不含推免)
842,中国传媒大学,统考,电视学院,,互联网信息,全日制,视听新媒体,,专业：4(不含推免)
843,中国传媒大学,统考,电视学院,,广播电视学,全日制,广播电视史论,,专业：50(不含推免)
844,中国传媒大学,统考,电视学院,,广播电视学,全日制,电视学,,专业：50(不含推免)
845,中国传媒大学,统考,电视学院,,广播电视学,全日制,纪录片学,,专业：50(不含推免)
846,中国传媒大学,统考,电视学院,,广播电视学,全日制,新媒体传播,,专业：50(不含推免)
847,中国传媒大学,统考,电视学院,,广播电视学,全日制,互联网与社会,,专业：50(不含推免)
848,中国传媒大学,统考,电视学院,,(专业学位)新闻与传播,全日制,国际新闻与传播,,专业：39(不含推免)
849,中国传媒大学,统考,电视学院,,(专业学位)新闻与传播,全日制,电视新闻采编,,专业：39(不含推免)
850,中国传媒大学,统考,电视学院,,(专业学位)新闻与传播,全日制,新媒体采编实务,,专业：39(不含推免)
851,中国传媒大学,统考,电视学院,,(专业学位)新闻与传播,全日制,体育新闻与传播,,专业：39(不含推免)
852,中国传媒大学,统考,电视学院,,广播电视艺术学,全日制,电视艺术理论,,专业：7(不含推免)
853,中国传媒大学,统考,电视学院,,(专业学位)广播电视,全日制,媒体策划与运营,,专业：50(不含推免)
854,中国传媒大学,统考,电视学院,,(专业学位)广播电视,全日制,电视编导,,专业：50(不含推免)
855,中国传媒大学,统考,电视学院,,(专业学位)广播电视,非全日制,电视策划与运营,,专业：20(不含推免)
856,中国传媒大学,统考,电视学院,,(专业学位)广播电视,非全日制,电视编导,,专业：20(不含推免)
857,中国传媒大学,统考,新闻学院,,新闻学,全日制,新闻史,,专业：40(不含推免)
858,中国传媒大学,统考,新闻学院,,新闻学,全日制,新闻理论,,专业：40(不含推免)
859,中国传媒大学,统考,新闻学院,,新闻学,全日制,新闻业务,,专业：40(不含推免)
860,中国传媒大学,统考,新闻学院,,新闻学,全日制,网络新闻及新媒体,,专业：40(不含推免)
861,中国传媒大学,统考,新闻学院,,新闻学,全日制,报刊理论与实践,,专业：40(不含推免)
862,中国传媒大学,统考,新闻学院,,传播学,全日制,传播研究方法,,专业：10(不含推免)
863,中国传媒大学,统考,新闻学院,,传播学,全日制,传播心理学,,专业：10(不含推免)
864,中国传媒大学,统考,新闻学院,,广播电视学,全日制,广播学,,专业：5(不含推免)
865,中国传媒大学,统考,新闻学院,,舆论学,全日制,舆论学基础,,专业：3(不含推免)
866,中国传媒大学,统考,新闻学院,,舆论学,全日制,应用舆论学,,专业：3(不含推免)
867,中国传媒大学,统考,新闻学院,,(专业学位)新闻与传播,全日制,新闻实务,,专业：28(不含推免)
868,中国传媒大学,统考,新闻学院,,(专业学位)新闻与传播,全日制,媒体市场研究,,专业：28(不含推免)
869,中国传媒大学,统考,广告学院,,新媒体,全日制,新媒体产业,,专业：5(不含推免)
870,中国传媒大学,统考,广告学院,,广告学,全日制,广告理论与广告史,,专业：25(不含推免)
871,中国传媒大学,统考,广告学院,,广告学,全日制,广告实务,,专业：25(不含推免)
